DatasetIdentifier,Publisher,SourceRepository,YearPublished
doi-10-23695-aryw-nh78,University of Gothenburg,Språkbanken Text,2020
doi-10-23695-av0c-8937,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-axxe-p605,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-ayxb-4f40,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-az55-1x41,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-b2m4-5y87,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-b417-1j26,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-b4ne-2k67,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-b8bn-2n61,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-b8j2-m203,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-b8vt-vz13,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-b94d-4w69,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-b9qw-r612,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-b9xs-sm05,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-bd30-2t16,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-bdfz-6a59,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-bed5-pg69,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-bepf-n340,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-bgcw-cy81,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-bge8-8411,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-bggs-k977,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-bhez-5c23,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-bj2t-k702,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-bnkx-bq33,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-bnts-x855,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-bptf-8e66,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-bqx3-z085,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-bs9k-4k76,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-btb5-db42,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-bwd9-p187,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-byaq-h141,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-c0mc-mq33,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-c2sw-b548,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-c49x-tr11,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-c757-zc48,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-c7cb-3f32,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-c7zd-6r31,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-c8fw-r786,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-c90w-5j79,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-caba-wc23,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cacy-sb38,University of Gothenburg,Språkbanken Text,2012
doi-10-23695-cajn-kb68,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cbpf-6191,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-cch2-4261,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-ccsk-9660,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-cdyx-dm12,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cgex-m907,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ch58-bb77,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-chgr-wq97,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-chrd-9n67,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-cjny-wk68,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-cjrj-4364,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ckn5-1929,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-cktt-8g84,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cmfq-b688,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-cpx8-aq82,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cstx-kw47,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ctt1-nx05,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-cvdq-9549,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-cxtk-xe95,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-cyyj-5t07,University of Gothenburg,Språkbanken Text,2019
doi-10-23695-d64z-1889,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-d79w-qa67,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-d9w3-ez88,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-danf-td45,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-dbgd-p504,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-dca2-4374,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-demr-ah82,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-dfbf-3983,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-dg62-v594,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-dgtw-zs10,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-dhcd-1x72,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-dj92-6w33,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-djas-c234,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-djbe-4219,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-dk6q-m526,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-dpq3-x177,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ds6w-d280,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-dsfg-zn46,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-dsrj-4q78,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-dte1-nx42,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-dv3x-fr44,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-dv88-sx25,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-dw0w-c580,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-dw23-k962,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-dxab-fj22,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-e0f0-xk91,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-e1qk-7b48,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-e1x7-a218,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-e2dd-bj57,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-e2ph-5913,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-e3v2-w708,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-e49y-h991,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-e5f4-c072,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-e5yf-rx92,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-e71a-5y54,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-e75d-gn16,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-e7vy-jf22,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-e9c8-py80,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-e9vn-ar51,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-eaz0-h044,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ecq8-ap50,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-edp8-gm87,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-edy1-2s72,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-ee10-bv11,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-eep0-4c19,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ef88-fw46,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-efh9-wy86,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-eg58-6b05,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-eg6j-gz38,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ejqk-3g14,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-emnz-1t28,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-emte-5g79,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-epqn-x274,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-eqs1-1860,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-era9-n114,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-etsh-kr03,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-evf4-hq97,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-ewz4-5030,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-exs9-vv80,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-exwk-sm96,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-f1sz-0572,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-f218-js17,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-f2c6-nz47,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-f2py-px04,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-f642-g279,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-f6ds-f045,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-f6m0-an40,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-f7rb-6746,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-f84c-rr14,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-f84v-8n02,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-f877-nn22,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-f9dr-zh21,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-f9qd-xh13,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fagx-0n88,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-fbf4-8257,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fbzy-pg76,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-fc57-jh45,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-fgeb-c341,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-fhat-dd64,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-fhhy-as46,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fj8w-2127,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fja4-g839,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-fm4h-e893,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-fm7v-jr46,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-fmwt-gw67,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-fnkr-1247,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-fnrm-4t23,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-fq7e-wz50,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-frym-1465,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-fs50-et41,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-fsxv-2n70,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ft8q-0015,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fv52-kc19,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-fw90-xg54,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-fx5m-ah50,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-fy87-c995,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-fz5h-sy88,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-fzgk-fj93,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-g0c5-2z38,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-g13d-ak28,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-g13g-0n11,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-g1m8-t180,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-g1rw-m642,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-g20q-8k69,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-g2j5-ss76,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-g2p0-9n31,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-g3h9-pj53,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-g42f-4t54,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-g63n-tb40,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-g799-fq12,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-g7gv-zz85,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-g830-qa11,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-g86h-v363,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ga58-1929,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-gbns-6772,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-gbpr-2v30,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gbvh-b263,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-gbyf-w766,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gcnd-v488,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gcsc-h953,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gcw9-9623,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-gfjm-fv15,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-gfkc-ak26,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-gfvb-f003,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-gfwn-qk37,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gjb5-yg24,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gjd4-0z25,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gmcg-mz48,University of Gothenburg,Språkbanken Text,2019
doi-10-23695-gmq4-g832,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-gmzx-hp59,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-gp75-6148,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-gq2r-tp34,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-gq85-7d49,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-gtd5-w713,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-gvtv-3k79,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-gzhs-zm64,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-h0bc-vp72,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-h0xc-g032,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-h1qp-af56,University of Gothenburg,Språkbanken Text,2018
doi-10-23695-h2w8-cf56,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-h3ey-2p52,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-h6pv-yj83,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-h722-rw89,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-h7dx-3w71,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-h7rn-az19,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-h8w1-bx69,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-h9f5-8143,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-h9v6-r257,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-ha4t-4878,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-hagp-q835,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-hf8b-yb32,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-hfeb-k281,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-hhf4-kc39,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-hj57-rg55,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-hjsx-g327,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-hn1q-r248,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-hpsz-kh77,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-hq2r-e385,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-hq4f-1386,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-hqqp-y016,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-hr2c-e953,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-hrxf-hj31,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-htp2-rd96,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-hvvc-g214,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-hw6r-kd89,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-hxhx-1167,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-hy38-d382,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-hyss-yd55,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-hz4b-6h68,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-hz62-hs69,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-j041-q283,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-j05k-et50,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-j29j-8f31,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-j2da-gm81,University of Gothenburg,Språkbanken Text,2018
doi-10-23695-j2sv-0h05,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-j40y-gr68,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-j4k0-2h44,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-j4wz-tr70,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-j6xx-0v86,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-ja47-w979,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-jajc-hw54,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jbjz-ha19,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jdtx-zm44,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-jeej-5j73,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jeq6-4519,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-jeyf-1m55,University of Gothenburg,Språkbanken Text,2020
doi-10-23695-jfdt-an59,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-jffr-jd38,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jfj2-ea83,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jg6d-gd53,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-jh5a-st49,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jh93-3h46,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-jhz7-xv97,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-jj6a-0138,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jj9t-3718,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-jjqf-wj26,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-jm8m-kp95,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-jnsc-8503,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-jnwp-q903,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-jp7p-rr68,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-jpxn-4694,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jpya-tv46,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-jqh5-3z04,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jrep-ap14,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-jvh0-wb51,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-jw82-p317,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-jy6f-hk42,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jz49-ak08,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jzb6-an90,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-jzkw-v045,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-jzn6-c404,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-k02c-j819,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-k061-ra77,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-k0ep-d521,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-k0mr-5610,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-k30q-cz37,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-k365-nb48,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-k45r-rh84,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-k6fh-4f59,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-k6qn-5180,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-k819-cs56,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-k91c-k507,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-kb6p-hf44,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-kbcy-t096,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kc6f-a616,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-kcsn-bf44,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-ke60-mh59,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-kep7-yq72,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-kfpv-ds89,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-kg6s-2n17,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kjpk-jc17,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kjy0-4c21,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-kkqz-d080,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-km5r-wy52,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kpyq-7239,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-kqp5-ex06,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-ksp6-j384,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kswj-db84,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kvjc-k519,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kvrz-d087,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-kxg5-b531,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-kxvz-tx42,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-kyez-c074,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-kyjb-hm80,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-kz56-by37,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-kzy9-xs61,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-m0h7-mm59,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-m25h-wd15,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-m266-1s42,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-m2z1-6633,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-m34m-v368,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-m3km-1764,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-m4et-rb76,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-m5hq-8s66,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-m9f2-mt96,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ma34-gh02,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-mb0r-az26,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-mbcn-g192,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-mcjf-2b65,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-mdjf-b671,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-mdp4-2p72,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-mg1f-0852,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-mjzy-pa95,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-mkaa-z088,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-mkd0-q989,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-mmws-9c09,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-mn6v-w280,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-mp50-e009,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-mpem-ah13,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-mq2k-cd08,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ms4v-yw18,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-mthc-4183,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-mw1z-ey05,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-mwyr-gk24,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-mxxg-gv60,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-mzj1-8e48,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-mzsg-b466,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-n00s-cm06,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-n2ba-6g90,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-n2ra-d071,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-n40f-9156,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-n4hz-t827,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-n5s5-mh61,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-n71h-re96,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-n8b5-ve43,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-n91m-4q12,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-n91v-yy47,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-n92q-4910,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-n9dx-6k89,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-n9fp-4j71,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-narz-e115,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-nbc7-vg04,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-nc55-gd27,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-nd4n-p027,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-nfk0-7s39,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-nghp-sy38,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-nh77-xh13,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-nkaa-jv97,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-nkag-6z71,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-nkx9-xf71,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-nm9x-z436,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-npcc-4f43,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-nqj6-yc95,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-ns6b-k954,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-nsba-y912,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-nv6v-2928,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-nvp0-6350,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-nvvw-hb39,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-nxa7-ka67,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-nyc9-eg04,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-nza1-p745,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-nzey-8w45,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-p0cc-p993,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-p0q4-q071,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-p1t6-wa60,University of Gothenburg,Språkbanken Text,2022
